CustomerID,Name,Age,Gender,Email,City,AccountType,Balance,JoinDate,LoanStatus,Balance_PKR,Gender_Code
C4515,Ahmed,41,Unknown,user3515@mail.com,Lahore,Current,61903,2016-02-14,Rejected,61903 Rs,2
C4516,Ali,53,Male,Not provided,Lahore,Current,37043,2016-04-18,Approved,37043 Rs,1
C4517,Ahmed,20,Male,user3517@mail.com,Karachi,Saving,62867,2024-10-16,Approved,62867 Rs,1
C4518,Zoya,19,Male,Not provided,Karachi,Saving,32318,2015-08-29,Approved,32318 Rs,1
C4519,Unknown,61,Male,user3519mail.com,Unknown,Current,62958,2022-01-22,Pending,62958 Rs,1
C4520,Ahmed,19,Male,Not provided,Unknown,Saving,74396,2017-01-14,Pending,74396 Rs,1
C4521,Unknown,29,Female,user3521@mail.com,Karachi,Unavailable,98846,2017-11-11,Pending,98846 Rs,0
C4522,Unknown,58,Female,user3522@mail.com,Karachi,Unavailable,0,2020-07-18,Rejected,0 Rs,0
C4523,Ahmed,56,Female,user3523mail.com,Islamabad,Saving,40155,2015-02-26,Pending,40155 Rs,0
C4524,Zoya,46,Male,Not provided,Karachi,Saving,70226,2023-04-22,Approved,70226 Rs,1
C4525,Sara,24,Male,Not provided,Islamabad,Unavailable,59112,2018-11-27,Approved,59112 Rs,1
C4526,Ahmed,56,Male,user3526mail.com,Unknown,Current,81534,2024-06-07,Pending,81534 Rs,1
C4527,Sara,55,Male,user3527mail.com,Lahore,Saving,75843,2021-03-01,Approved,75843 Rs,1
C4528,Zoya,41,Female,Not provided,Unknown,Saving,0,2022-12-03,Approved,0 Rs,0
C4529,Zoya,20,Male,Not provided,Lahore,Unavailable,83353,2023-07-13,Missing,83353 Rs,1
C4530,Ali,29,Male,user3530@mail.com,Islamabad,Current,93332,2024-11-07,Approved,93332 Rs,1
C4531,Ali,18,Female,user3531@mail.com,Karachi,Unavailable,89668,2019-04-14,Rejected,89668 Rs,0
C4532,Sana,55,Male,user3532@mail.com,Karachi,Saving,36637,2018-09-21,Rejected,36637 Rs,1
C4533,Ahmed,60,Male,user3533mail.com,Unknown,Current,28010,2021-03-27,Rejected,28010 Rs,1
C4534,Sana,63,Female,Not provided,Islamabad,Saving,13332,2023-08-29,Missing,13332 Rs,0
C4535,Zoya,34,Unknown,Not provided,Karachi,Current,48783,2023-03-03,Pending,48783 Rs,2
C4536,Ahmed,35,Male,user3536@mail.com,Lahore,Current,62455,2021-11-23,Missing,62455 Rs,1
C4537,Ali,24,Male,user3537mail.com,Karachi,Current,15732,2021-11-23,Pending,15732 Rs,1
C4538,Sara,29,Male,Not provided,Karachi,Unavailable,39900,2016-10-15,Approved,39900 Rs,1
C4539,Ali,55,Unknown,Not provided,Lahore,Unavailable,97689,2017-03-01,Pending,97689 Rs,2
C4540,Unknown,51,Female,user3540@mail.com,Karachi,Unavailable,70260,2020-08-13,Missing,70260 Rs,0
C4541,Zoya,59,Male,Not provided,Lahore,Current,94789,2015-05-22,Approved,94789 Rs,1
C4542,Sana,55,Male,user3542mail.com,Lahore,Current,58770,2015-07-12,Missing,58770 Rs,1
C4543,Zoya,45,Male,Not provided,Unknown,Current,62157,2022-10-18,Pending,62157 Rs,1
C4544,Sara,56,Male,user3544@mail.com,Lahore,Saving,5347,2023-10-20,Pending,5347 Rs,1
C4545,Zoya,33,Female,Not provided,Islamabad,Current,22937,2019-05-30,Rejected,22937 Rs,0
C4546,Zoya,49,Female,user3546mail.com,Karachi,Current,59295,2018-08-25,Approved,59295 Rs,0
C4547,Zoya,29,Male,user3547@mail.com,Karachi,Saving,92983,2017-02-23,Missing,92983 Rs,1
C4548,Zoya,40,Female,Not provided,Lahore,Saving,14460,2017-07-24,Pending,14460 Rs,0
C4549,Unknown,52,Male,Not provided,Unknown,Unavailable,63033,2017-10-09,Approved,63033 Rs,1
C4550,Sana,26,Male,user3550mail.com,Unknown,Current,44668,2015-06-06,Approved,44668 Rs,1
C4551,Sana,53,Male,Not provided,Islamabad,Saving,20364,2024-10-20,Rejected,20364 Rs,1
C4552,Ali,52,Male,user3552@mail.com,Unknown,Current,0,2022-12-17,Pending,0 Rs,1
C4553,Ali,50,Male,Not provided,Islamabad,Current,53656,2018-04-05,Rejected,53656 Rs,1
C4554,Ali,25,Female,user3554@mail.com,Lahore,Current,80826,2019-12-30,Rejected,80826 Rs,0
C4555,Zoya,42,Male,user3555mail.com,Lahore,Saving,1594,2016-01-15,Rejected,1594 Rs,1
C4556,Ali,49,Male,user3556mail.com,Lahore,Saving,95390,2023-03-02,Missing,95390 Rs,1
C4557,Ali,26,Female,user3557mail.com,Karachi,Saving,6592,2017-09-28,Pending,6592 Rs,0
C4558,Zoya,27,Female,user3558@mail.com,Islamabad,Unavailable,38708,2019-05-01,Missing,38708 Rs,0
C4559,Unknown,45,Male,user3559mail.com,Karachi,Saving,75065,2021-11-19,Rejected,75065 Rs,1
C4560,Zoya,41,Male,user3560@mail.com,Karachi,Current,64342,2021-10-04,Pending,64342 Rs,1
C4561,Sara,45,Unknown,user3561@mail.com,Karachi,Saving,0,2019-01-07,Missing,0 Rs,2
C4562,Unknown,58,Male,user3562@mail.com,Unknown,Unavailable,57134,2022-09-30,Approved,57134 Rs,1
C4563,Ali,22,Male,user3563mail.com,Islamabad,Unavailable,0,2019-02-10,Approved,0 Rs,1
C4564,Ali,40,Female,Not provided,Karachi,Unavailable,49111,2021-05-08,Missing,49111 Rs,0
C4565,Ahmed,64,Female,Not provided,Lahore,Saving,44949,2020-07-19,Missing,44949 Rs,0
C4566,Ali,47,Unknown,user3566@mail.com,Unknown,Saving,77007,2022-11-28,Approved,77007 Rs,2
C4567,Ali,34,Male,user3567@mail.com,Karachi,Current,85254,2020-05-04,Approved,85254 Rs,1
C4568,Sara,52,Unknown,user3568@mail.com,Karachi,Saving,54732,2016-01-15,Missing,54732 Rs,2
C4569,Sara,54,Male,user3569mail.com,Lahore,Current,6555,2015-05-13,Approved,6555 Rs,1
C4570,Ahmed,33,Male,user3570mail.com,Lahore,Saving,46335,2022-08-21,Rejected,46335 Rs,1
C4571,Ali,32,Female,Not provided,Karachi,Saving,20248,2023-10-09,Missing,20248 Rs,0
C4572,Sara,42,Female,user3572@mail.com,Lahore,Saving,29029,2022-05-08,Missing,29029 Rs,0
C4573,Ali,45,Male,Not provided,Karachi,Unavailable,8413,2022-08-06,Missing,8413 Rs,1
C4574,Ali,53,Male,Not provided,Karachi,Current,12872,2018-11-02,Missing,12872 Rs,1
C4575,Unknown,23,Unknown,user3575@mail.com,Lahore,Saving,62585,2021-12-14,Approved,62585 Rs,2
C4576,Unknown,51,Male,user3576@mail.com,Islamabad,Current,62571,2022-01-13,Pending,62571 Rs,1
C4577,Ali,23,Female,user3577mail.com,Lahore,Current,50874,2018-05-15,Pending,50874 Rs,0
C4578,Sara,32,Unknown,user3578mail.com,Unknown,Current,29911,2021-01-17,Approved,29911 Rs,2
C4579,Ali,59,Unknown,user3579mail.com,Karachi,Saving,61918,2017-12-06,Approved,61918 Rs,2
C4580,Sara,48,Male,user3580@mail.com,Lahore,Saving,64551,2019-07-01,Rejected,64551 Rs,1
C4581,Ahmed,31,Female,Not provided,Lahore,Current,0,2022-11-13,Missing,0 Rs,0
C4582,Unknown,60,Female,user3582@mail.com,Karachi,Saving,36441,2020-11-11,Approved,36441 Rs,0
C4583,Ali,24,Male,user3583@mail.com,Karachi,Saving,85859,2019-07-28,Rejected,85859 Rs,1
C4584,Ahmed,37,Female,user3584mail.com,Islamabad,Current,41954,2021-10-21,Rejected,41954 Rs,0
C4585,Zoya,27,Female,user3585mail.com,Lahore,Current,2694,2016-09-14,Approved,2694 Rs,0
C4586,Sana,60,Male,Not provided,Lahore,Current,83543,2024-09-26,Missing,83543 Rs,1
C4587,Ali,30,Male,user3587@mail.com,Islamabad,Saving,17799,2017-11-15,Approved,17799 Rs,1
C4588,Sara,50,Female,user3588mail.com,Islamabad,Current,0,2017-10-23,Pending,0 Rs,0
C4589,Sana,32,Female,Not provided,Lahore,Current,70748,2020-04-30,Missing,70748 Rs,0
C4590,Sana,19,Female,user3590@mail.com,Karachi,Saving,40061,2024-08-13,Approved,40061 Rs,0
C4591,Zoya,45,Male,user3591mail.com,Lahore,Current,66100,2020-11-26,Approved,66100 Rs,1
C4592,Sara,48,Female,Not provided,Unknown,Current,16244,2019-02-28,Rejected,16244 Rs,0
C4593,Sana,25,Female,user3593@mail.com,Lahore,Unavailable,96907,2017-03-02,Approved,96907 Rs,0
C4594,Ali,30,Male,user3594mail.com,Unknown,Current,91173,2015-09-29,Approved,91173 Rs,1
C4595,Ali,33,Female,user3595@mail.com,Karachi,Saving,42944,2015-10-20,Pending,42944 Rs,0
C4596,Sara,48,Male,Not provided,Karachi,Saving,15183,2015-02-01,Pending,15183 Rs,1
C4597,Ahmed,61,Male,user3597@mail.com,Karachi,Saving,20647,2022-09-10,Approved,20647 Rs,1
C4598,Unknown,29,Unknown,user3598@mail.com,Unknown,Saving,65270,2020-03-26,Approved,65270 Rs,2
C4599,Sara,62,Male,Not provided,Lahore,Current,78879,2016-09-07,Approved,78879 Rs,1
C4600,Unknown,20,Male,user3600@mail.com,Karachi,Unavailable,39594,2022-12-02,Pending,39594 Rs,1
C4601,Ahmed,39,Female,Not provided,Lahore,Unavailable,95601,2021-05-27,Approved,95601 Rs,0
C4602,Ali,56,Female,Not provided,Islamabad,Saving,55602,2015-04-03,Missing,55602 Rs,0
C4603,Sana,28,Female,user3603@mail.com,Karachi,Current,60503,2024-02-25,Pending,60503 Rs,0
C4604,Ali,24,Female,user3604@mail.com,Karachi,Saving,86584,2016-09-29,Missing,86584 Rs,0
C4605,Sara,58,Female,user3605@mail.com,Lahore,Saving,41776,2015-01-12,Rejected,41776 Rs,0
C4606,Unknown,41,Female,Not provided,Karachi,Saving,0,2024-10-20,Missing,0 Rs,0
C4607,Sara,47,Female,user3607mail.com,Karachi,Current,12331,2021-05-29,Approved,12331 Rs,0
C4608,Sara,50,Male,user3608@mail.com,Karachi,Saving,67857,2019-10-09,Approved,67857 Rs,1
C4609,Sana,48,Female,user3609mail.com,Unknown,Current,43945,2017-10-09,Approved,43945 Rs,0
C4610,Ahmed,32,Male,user3610mail.com,Lahore,Current,79082,2020-11-22,Missing,79082 Rs,1
C4611,Sana,32,Female,user3611@mail.com,Unknown,Unavailable,75038,2015-12-17,Approved,75038 Rs,0
C4612,Ahmed,51,Male,user3612mail.com,Islamabad,Current,15620,2017-10-18,Missing,15620 Rs,1
C4613,Ali,27,Unknown,user3613@mail.com,Lahore,Current,62696,2015-05-01,Approved,62696 Rs,2
C4614,Ahmed,60,Unknown,user3614@mail.com,Unknown,Saving,43785,2020-10-19,Pending,43785 Rs,2
C4615,Ali,60,Female,user3615@mail.com,Karachi,Unavailable,86996,2024-09-20,Rejected,86996 Rs,0
C4616,Zoya,23,Unknown,user3616@mail.com,Karachi,Current,69547,2023-08-15,Approved,69547 Rs,2
C4617,Unknown,63,Male,user3617mail.com,Unknown,Current,60045,2015-12-16,Missing,60045 Rs,1
C4618,Unknown,54,Female,Not provided,Lahore,Current,60696,2016-02-16,Approved,60696 Rs,0
C4619,Sana,44,Male,Not provided,Karachi,Current,48791,2016-04-23,Approved,48791 Rs,1
C4620,Ali,57,Male,Not provided,Islamabad,Current,29530,2022-07-15,Rejected,29530 Rs,1
C4621,Zoya,60,Male,user3621@mail.com,Karachi,Current,38317,2015-05-27,Pending,38317 Rs,1
C4622,Sana,24,Female,user3622mail.com,Islamabad,Saving,97098,2024-04-03,Missing,97098 Rs,0
C4623,Sara,52,Male,Not provided,Lahore,Unavailable,38653,2020-12-06,Pending,38653 Rs,1
C4624,Ahmed,32,Female,Not provided,Unknown,Current,69404,2023-10-17,Approved,69404 Rs,0
C4625,Sara,30,Male,user3625mail.com,Lahore,Saving,43070,2024-05-19,Approved,43070 Rs,1
C4626,Sana,23,Male,Not provided,Lahore,Unavailable,1157,2018-10-23,Rejected,1157 Rs,1
C4627,Ali,33,Male,user3627mail.com,Islamabad,Saving,53569,2018-10-22,Approved,53569 Rs,1
C4628,Ali,34,Male,Not provided,Islamabad,Current,20084,2018-02-11,Missing,20084 Rs,1
C4629,Ali,24,Female,Not provided,Islamabad,Saving,10423,2019-12-27,Pending,10423 Rs,0
C4630,Sana,45,Female,user3630mail.com,Islamabad,Current,96867,2023-08-13,Rejected,96867 Rs,0
C4631,Ahmed,62,Male,user3631mail.com,Lahore,Saving,88695,2023-09-20,Pending,88695 Rs,1
C4632,Sara,62,Male,user3632@mail.com,Karachi,Saving,33382,2024-03-27,Pending,33382 Rs,1
C4633,Unknown,41,Female,user3633mail.com,Karachi,Unavailable,92250,2024-01-14,Approved,92250 Rs,0
C4634,Sana,20,Male,user3634mail.com,Karachi,Saving,47751,2019-07-20,Approved,47751 Rs,1
C4635,Ali,51,Male,Not provided,Lahore,Current,32198,2024-09-21,Missing,32198 Rs,1
C4636,Ali,41,Male,Not provided,Karachi,Unavailable,82042,2019-02-21,Missing,82042 Rs,1
C4637,Ahmed,52,Male,user3637mail.com,Karachi,Saving,61297,2015-11-26,Approved,61297 Rs,1
C4638,Sana,52,Male,Not provided,Islamabad,Current,51620,2020-05-05,Rejected,51620 Rs,1
C4639,Ali,22,Male,user3639mail.com,Islamabad,Current,36053,2021-09-28,Approved,36053 Rs,1
C4640,Sara,23,Female,Not provided,Karachi,Current,17427,2020-01-19,Rejected,17427 Rs,0
C4641,Ahmed,56,Female,user3641mail.com,Unknown,Unavailable,70440,2022-05-09,Rejected,70440 Rs,0
C4642,Ahmed,42,Male,user3642@mail.com,Islamabad,Current,33739,2021-01-21,Approved,33739 Rs,1
C4643,Zoya,53,Female,Not provided,Unknown,Current,78655,2022-03-23,Rejected,78655 Rs,0
C4644,Ahmed,28,Female,user3644@mail.com,Lahore,Unavailable,20644,2019-04-21,Pending,20644 Rs,0
C4645,Sana,62,Unknown,user3645@mail.com,Lahore,Current,86506,2019-05-17,Pending,86506 Rs,2
C4646,Ahmed,32,Unknown,Not provided,Unknown,Saving,0,2018-05-12,Pending,0 Rs,2
C4647,Sana,42,Male,Not provided,Karachi,Current,0,2024-08-30,Rejected,0 Rs,1
C4648,Unknown,51,Male,Not provided,Islamabad,Saving,32964,2024-06-07,Pending,32964 Rs,1
C4649,Sara,18,Male,user3649@mail.com,Islamabad,Saving,40807,2017-05-05,Approved,40807 Rs,1
C4650,Zoya,41,Male,Not provided,Karachi,Current,18178,2015-01-03,Approved,18178 Rs,1
C4651,Unknown,26,Female,user3651mail.com,Lahore,Unavailable,8805,2016-02-13,Missing,8805 Rs,0
C4652,Unknown,56,Male,user3652@mail.com,Lahore,Current,73417,2017-11-23,Approved,73417 Rs,1
C4653,Sara,37,Male,Not provided,Karachi,Unavailable,66902,2019-10-29,Approved,66902 Rs,1
C4654,Sara,19,Male,user3654@mail.com,Lahore,Current,66963,2021-07-06,Approved,66963 Rs,1
C4655,Ali,18,Male,user3655@mail.com,Karachi,Current,50748,2019-01-24,Approved,50748 Rs,1
C4656,Sara,21,Female,user3656mail.com,Lahore,Current,11656,2018-02-08,Approved,11656 Rs,0
C4657,Unknown,49,Unknown,Not provided,Karachi,Unavailable,2305,2017-12-03,Rejected,2305 Rs,2
C4658,Zoya,59,Male,user3658mail.com,Islamabad,Saving,64825,2021-02-12,Approved,64825 Rs,1
C4659,Ali,53,Male,user3659@mail.com,Lahore,Current,61453,2023-08-20,Approved,61453 Rs,1
C4660,Sana,42,Male,user3660@mail.com,Lahore,Saving,31151,2021-02-11,Rejected,31151 Rs,1
C4661,Unknown,39,Male,user3661mail.com,Karachi,Unavailable,35358,2016-12-29,Approved,35358 Rs,1
C4662,Zoya,63,Male,Not provided,Karachi,Current,31681,2024-05-15,Missing,31681 Rs,1
C4663,Ahmed,45,Female,user3663@mail.com,Karachi,Current,46901,2018-10-04,Approved,46901 Rs,0
C4664,Zoya,47,Female,Not provided,Islamabad,Saving,37944,2019-05-22,Pending,37944 Rs,0
C4665,Sara,29,Female,Not provided,Lahore,Current,36448,2017-11-12,Pending,36448 Rs,0
C4666,Sana,23,Male,user3666mail.com,Islamabad,Current,0,2022-08-13,Approved,0 Rs,1
C4667,Zoya,37,Unknown,Not provided,Karachi,Unavailable,78794,2016-07-15,Pending,78794 Rs,2
C4668,Ali,21,Male,user3668mail.com,Lahore,Current,35205,2015-04-22,Rejected,35205 Rs,1
C4669,Sara,32,Male,Not provided,Unknown,Saving,85078,2016-01-28,Approved,85078 Rs,1
C4670,Unknown,29,Female,Not provided,Islamabad,Saving,65291,2017-05-19,Approved,65291 Rs,0
C4671,Zoya,63,Male,user3671mail.com,Islamabad,Unavailable,29124,2019-04-05,Approved,29124 Rs,1
C4672,Zoya,25,Female,Not provided,Unknown,Current,0,2019-09-10,Rejected,0 Rs,0
C4673,Zoya,47,Male,Not provided,Islamabad,Saving,81037,2016-10-22,Missing,81037 Rs,1
C4674,Ali,47,Male,user3674@mail.com,Lahore,Unavailable,72964,2024-10-21,Missing,72964 Rs,1
C4675,Unknown,36,Female,user3675@mail.com,Islamabad,Current,83403,2019-07-31,Rejected,83403 Rs,0
C4676,Ali,28,Female,user3676@mail.com,Unknown,Current,34099,2023-04-19,Missing,34099 Rs,0
C4677,Ahmed,45,Male,user3677mail.com,Karachi,Unavailable,10056,2016-06-24,Approved,10056 Rs,1
C4678,Ali,54,Female,user3678@mail.com,Karachi,Saving,43935,2020-04-23,Missing,43935 Rs,0
C4679,Ali,20,Male,user3679mail.com,Lahore,Saving,33965,2019-11-19,Approved,33965 Rs,1
C4680,Ali,53,Male,user3680@mail.com,Lahore,Unavailable,27346,2019-01-09,Rejected,27346 Rs,1
C4681,Ahmed,53,Female,user3681@mail.com,Islamabad,Current,2972,2016-11-02,Missing,2972 Rs,0
C4682,Ahmed,32,Unknown,user3682mail.com,Lahore,Saving,97728,2021-06-06,Approved,97728 Rs,2
C4683,Ali,39,Unknown,Not provided,Lahore,Saving,70743,2024-07-23,Rejected,70743 Rs,2
C4684,Ali,54,Male,Not provided,Lahore,Unavailable,99871,2022-01-09,Missing,99871 Rs,1
C4685,Unknown,47,Male,user3685@mail.com,Lahore,Saving,18595,2023-07-14,Pending,18595 Rs,1
C4686,Unknown,26,Male,user3686@mail.com,Karachi,Saving,0,2021-07-30,Approved,0 Rs,1
C4687,Sara,58,Unknown,user3687mail.com,Unknown,Saving,0,2015-06-17,Missing,0 Rs,2
C4688,Unknown,23,Male,user3688mail.com,Islamabad,Saving,41695,2018-11-13,Approved,41695 Rs,1
C4689,Sana,45,Female,user3689@mail.com,Karachi,Unavailable,19286,2023-05-30,Pending,19286 Rs,0
C4690,Zoya,49,Unknown,Not provided,Karachi,Current,90074,2020-01-08,Rejected,90074 Rs,2
C4691,Ali,39,Male,Not provided,Lahore,Current,36380,2018-03-24,Missing,36380 Rs,1
C4692,Ahmed,29,Unknown,user3692mail.com,Lahore,Saving,18321,2023-04-17,Approved,18321 Rs,2
C4693,Ahmed,55,Female,user3693@mail.com,Lahore,Unavailable,20798,2021-10-14,Approved,20798 Rs,0
C4694,Sana,57,Female,Not provided,Islamabad,Unavailable,65946,2018-12-23,Approved,65946 Rs,0
C4695,Sana,44,Female,user3695@mail.com,Unknown,Current,3179,2016-11-08,Approved,3179 Rs,0
C4696,Ali,51,Female,user3696mail.com,Lahore,Saving,23385,2017-01-06,Pending,23385 Rs,0
C4697,Sana,21,Male,Not provided,Unknown,Current,70973,2018-07-16,Approved,70973 Rs,1
C4698,Sana,33,Male,user3698mail.com,Lahore,Saving,17163,2023-03-16,Missing,17163 Rs,1
C4699,Unknown,23,Female,Not provided,Lahore,Saving,91204,2018-11-14,Rejected,91204 Rs,0
C4700,Ahmed,44,Unknown,user3700@mail.com,Lahore,Current,62749,2015-10-11,Approved,62749 Rs,2
C4701,Ahmed,24,Unknown,Not provided,Karachi,Current,70026,2024-12-12,Missing,70026 Rs,2
C4702,Ali,37,Male,Not provided,Unknown,Current,16848,2015-07-18,Approved,16848 Rs,1
C4703,Sana,25,Male,user3703mail.com,Karachi,Current,45228,2023-12-14,Approved,45228 Rs,1
C4704,Sara,55,Female,Not provided,Lahore,Saving,94902,2023-03-23,Approved,94902 Rs,0
C4705,Sara,36,Male,Not provided,Karachi,Current,42549,2019-06-24,Approved,42549 Rs,1
C4706,Sana,26,Female,user3706mail.com,Lahore,Saving,41584,2018-12-09,Approved,41584 Rs,0
C4707,Sara,46,Female,Not provided,Islamabad,Saving,54728,2024-08-17,Approved,54728 Rs,0
C4708,Ali,34,Female,Not provided,Karachi,Unavailable,82014,2019-01-18,Approved,82014 Rs,0
C4709,Unknown,53,Male,Not provided,Karachi,Saving,43139,2017-03-29,Rejected,43139 Rs,1
C4710,Ahmed,49,Female,user3710mail.com,Unknown,Saving,57946,2019-02-04,Approved,57946 Rs,0
C4711,Unknown,28,Male,Not provided,Unknown,Current,15821,2020-05-24,Approved,15821 Rs,1
C4712,Ali,25,Female,Not provided,Karachi,Unavailable,13016,2015-03-23,Pending,13016 Rs,0
C4713,Sara,26,Female,user3713@mail.com,Islamabad,Current,26753,2018-07-25,Rejected,26753 Rs,0
C4714,Unknown,64,Male,Not provided,Lahore,Current,34699,2022-05-17,Missing,34699 Rs,1
C4715,Sara,24,Male,user3715mail.com,Karachi,Current,74543,2023-12-25,Approved,74543 Rs,1
C4716,Ali,34,Unknown,user3716mail.com,Lahore,Saving,19442,2020-04-22,Approved,19442 Rs,2
C4717,Unknown,45,Male,Not provided,Karachi,Saving,86126,2020-04-22,Missing,86126 Rs,1
C4718,Unknown,48,Female,user3718@mail.com,Lahore,Unavailable,40485,2018-04-07,Approved,40485 Rs,0
C4719,Unknown,60,Male,user3719@mail.com,Islamabad,Unavailable,10509,2016-11-03,Approved,10509 Rs,1
C4720,Unknown,35,Male,user3720@mail.com,Unknown,Current,49192,2021-10-14,Approved,49192 Rs,1
C4721,Ahmed,31,Male,user3721mail.com,Lahore,Saving,15412,2016-09-16,Missing,15412 Rs,1
C4722,Ali,20,Female,user3722mail.com,Karachi,Unavailable,95295,2015-02-09,Rejected,95295 Rs,0
C4723,Ali,63,Male,Not provided,Islamabad,Current,67325,2020-05-15,Pending,67325 Rs,1
C4724,Ahmed,42,Unknown,user3724mail.com,Karachi,Unavailable,54803,2022-09-25,Pending,54803 Rs,2
C4725,Sana,18,Male,Not provided,Karachi,Current,0,2022-11-19,Rejected,0 Rs,1
C4726,Sara,50,Male,Not provided,Unknown,Current,90539,2021-09-27,Rejected,90539 Rs,1
C4727,Ali,36,Female,Not provided,Karachi,Unavailable,29454,2017-03-11,Pending,29454 Rs,0
C4728,Sara,40,Female,user3728@mail.com,Karachi,Saving,58219,2017-02-19,Approved,58219 Rs,0
C4729,Sara,28,Male,user3729@mail.com,Lahore,Current,42358,2015-12-11,Approved,42358 Rs,1
C4730,Ali,43,Unknown,user3730mail.com,Karachi,Current,10441,2019-11-18,Approved,10441 Rs,2
C4731,Ahmed,25,Unknown,Not provided,Karachi,Current,52472,2019-07-14,Pending,52472 Rs,2
C4732,Unknown,60,Male,Not provided,Lahore,Current,37121,2022-10-02,Rejected,37121 Rs,1
C4733,Sara,20,Male,user3733mail.com,Unknown,Current,58336,2023-07-23,Approved,58336 Rs,1
C4734,Sara,54,Male,user3734mail.com,Islamabad,Saving,44546,2017-04-07,Pending,44546 Rs,1
C4735,Sara,54,Female,user3735@mail.com,Lahore,Saving,71995,2017-06-19,Rejected,71995 Rs,0
C4736,Unknown,56,Female,user3736@mail.com,Karachi,Saving,44814,2023-06-03,Pending,44814 Rs,0
C4737,Ali,24,Male,user3737@mail.com,Islamabad,Saving,76602,2021-03-09,Approved,76602 Rs,1
C4738,Zoya,60,Male,user3738mail.com,Islamabad,Saving,19126,2017-11-01,Approved,19126 Rs,1
C4739,Sara,52,Male,Not provided,Islamabad,Current,51312,2020-02-07,Missing,51312 Rs,1
C4740,Zoya,55,Female,user3740@mail.com,Karachi,Saving,19989,2015-09-29,Pending,19989 Rs,0
C4741,Ali,30,Male,user3741mail.com,Karachi,Saving,44209,2015-02-08,Pending,44209 Rs,1
C4742,Ali,61,Unknown,user3742@mail.com,Karachi,Current,13497,2023-01-27,Rejected,13497 Rs,2
C4743,Sana,42,Male,Not provided,Unknown,Unavailable,18161,2024-11-05,Rejected,18161 Rs,1
C4744,Sara,59,Male,user3744@mail.com,Karachi,Current,34162,2023-07-09,Pending,34162 Rs,1
C4745,Unknown,25,Male,Not provided,Karachi,Unavailable,51837,2019-07-20,Rejected,51837 Rs,1
C4746,Sara,26,Male,Not provided,Karachi,Current,85356,2021-05-25,Pending,85356 Rs,1
C4747,Ahmed,62,Female,Not provided,Lahore,Saving,74547,2022-02-02,Pending,74547 Rs,0
C4748,Unknown,39,Unknown,user3748mail.com,Karachi,Current,90516,2018-09-07,Approved,90516 Rs,2
C4749,Ahmed,25,Male,Not provided,Islamabad,Saving,32772,2021-02-06,Pending,32772 Rs,1
C4750,Ali,50,Male,user3750mail.com,Karachi,Current,35326,2016-02-18,Rejected,35326 Rs,1
C4751,Zoya,40,Female,user3751mail.com,Karachi,Current,37191,2018-11-09,Rejected,37191 Rs,0
C4752,Unknown,58,Female,Not provided,Lahore,Saving,48916,2021-06-18,Rejected,48916 Rs,0
C4753,Sana,58,Male,user3753@mail.com,Islamabad,Saving,52838,2023-05-13,Approved,52838 Rs,1
C4754,Ahmed,25,Male,Not provided,Lahore,Current,45664,2017-11-01,Approved,45664 Rs,1
C4755,Ali,31,Female,user3755@mail.com,Unknown,Current,12941,2017-09-15,Approved,12941 Rs,0
C4756,Ali,30,Female,Not provided,Lahore,Unavailable,24363,2022-02-15,Approved,24363 Rs,0
C4757,Ahmed,48,Male,user3757mail.com,Islamabad,Saving,10125,2018-05-16,Approved,10125 Rs,1
C4758,Ahmed,57,Female,user3758mail.com,Islamabad,Current,25990,2020-04-22,Approved,25990 Rs,0
C4759,Ali,61,Male,Not provided,Islamabad,Saving,5298,2021-12-10,Approved,5298 Rs,1
C4760,Zoya,20,Female,user3760@mail.com,Karachi,Current,39583,2022-07-13,Pending,39583 Rs,0
C4761,Zoya,44,Male,user3761@mail.com,Lahore,Current,91531,2019-07-07,Approved,91531 Rs,1
C4762,Unknown,44,Female,Not provided,Islamabad,Saving,57195,2023-01-04,Pending,57195 Rs,0
C4763,Sana,41,Unknown,user3763@mail.com,Lahore,Saving,28727,2022-01-31,Missing,28727 Rs,2
C4764,Unknown,43,Male,user3764mail.com,Karachi,Current,74128,2019-11-11,Approved,74128 Rs,1
C4765,Ahmed,24,Male,Not provided,Lahore,Unavailable,32338,2016-05-01,Approved,32338 Rs,1
C4766,Ali,59,Male,user3766mail.com,Karachi,Saving,64672,2019-03-21,Missing,64672 Rs,1
C4767,Zoya,46,Female,Not provided,Islamabad,Current,0,2019-04-25,Pending,0 Rs,0
C4768,Ali,41,Unknown,user3768@mail.com,Karachi,Current,13572,2016-12-09,Missing,13572 Rs,2
C4769,Ali,58,Unknown,Not provided,Karachi,Saving,15752,2024-07-05,Missing,15752 Rs,2
C4770,Sana,41,Male,Not provided,Lahore,Current,67043,2015-09-05,Missing,67043 Rs,1
C4771,Zoya,20,Female,user3771mail.com,Islamabad,Unavailable,7672,2018-02-05,Pending,7672 Rs,0
C4772,Sana,55,Male,user3772@mail.com,Karachi,Current,33120,2023-04-08,Pending,33120 Rs,1
C4773,Ahmed,29,Female,Not provided,Unknown,Saving,76172,2024-07-21,Approved,76172 Rs,0
C4774,Zoya,44,Male,user3774@mail.com,Unknown,Current,68345,2018-08-01,Missing,68345 Rs,1
C4775,Sara,22,Female,Not provided,Lahore,Saving,73530,2018-07-21,Pending,73530 Rs,0
